contract,bug_type,line
buggy_18.sol,Unchecked-Send,401
buggy_27.sol,TOD,54
buggy_19.sol,Unhandled-Exceptions,283
buggy_15.sol,TOD,223
buggy_48.sol,Overflow-Underflow,324
buggy_24.sol,Timestamp-Dependency,370
buggy_47.sol,Overflow-Underflow,473
buggy_9.sol,tx.origin,117
buggy_6.sol,Re-entrancy,251
buggy_48.sol,TOD,76
buggy_11.sol,TOD,319
buggy_26.sol,Overflow-Underflow,101
buggy_5.sol,tx.origin,250
buggy_18.sol,Timestamp-Dependency,248
buggy_6.sol,Unchecked-Send,9
buggy_35.sol,TOD,217
buggy_49.sol,Re-entrancy,135
buggy_13.sol,Unchecked-Send,138
buggy_30.sol,Timestamp-Dependency,885
buggy_23.sol,Overflow-Underflow,387
buggy_13.sol,Timestamp-Dependency,64
buggy_30.sol,TOD,1154
buggy_6.sol,Re-entrancy,28
buggy_45.sol,tx.origin,261
buggy_38.sol,Unhandled-Exceptions,160
buggy_40.sol,Unchecked-Send,442
buggy_29.sol,Unchecked-Send,161
buggy_30.sol,Unchecked-Send,693
buggy_17.sol,Unchecked-Send,186
buggy_37.sol,Unchecked-Send,71
buggy_6.sol,TOD,447
buggy_15.sol,TOD,417
buggy_9.sol,tx.origin,191
buggy_35.sol,Overflow-Underflow,193
buggy_12.sol,Timestamp-Dependency,310
buggy_34.sol,TOD,186
buggy_42.sol,Overflow-Underflow,106
buggy_18.sol,Re-entrancy,727
buggy_19.sol,tx.origin,254
buggy_23.sol,Unchecked-Send,128
buggy_27.sol,Re-entrancy,124
buggy_27.sol,Unchecked-Send,395
buggy_47.sol,Re-entrancy,13
buggy_25.sol,TOD,286
buggy_44.sol,Overflow-Underflow,193
buggy_30.sol,Unchecked-Send,728
buggy_9.sol,Unchecked-Send,55
buggy_35.sol,Re-entrancy,374
buggy_30.sol,TOD,549
buggy_39.sol,tx.origin,75
buggy_5.sol,Timestamp-Dependency,275
buggy_35.sol,Unhandled-Exceptions,364
buggy_18.sol,Unchecked-Send,66
buggy_16.sol,Timestamp-Dependency,399
buggy_36.sol,Unchecked-Send,49
buggy_21.sol,Re-entrancy,23
buggy_30.sol,Overflow-Underflow,932
buggy_24.sol,Re-entrancy,347
buggy_10.sol,Timestamp-Dependency,63
buggy_32.sol,Unchecked-Send,190
buggy_16.sol,Unchecked-Send,79
buggy_46.sol,Unhandled-Exceptions,102
buggy_15.sol,Re-entrancy,147
buggy_41.sol,Unhandled-Exceptions,61
buggy_28.sol,Unchecked-Send,205
buggy_2.sol,Overflow-Underflow,30
buggy_47.sol,tx.origin,18
buggy_3.sol,TOD,51
buggy_24.sol,Overflow-Underflow,259
buggy_20.sol,Timestamp-Dependency,421
buggy_34.sol,Unchecked-Send,415
buggy_4.sol,Re-entrancy,223
buggy_50.sol,Unchecked-Send,92
buggy_22.sol,Re-entrancy,252
buggy_30.sol,tx.origin,770
buggy_23.sol,Unhandled-Exceptions,235
buggy_30.sol,Unhandled-Exceptions,306
buggy_5.sol,Unhandled-Exceptions,373
buggy_44.sol,Timestamp-Dependency,79
buggy_7.sol,Overflow-Underflow,20
buggy_15.sol,Timestamp-Dependency,19
buggy_18.sol,TOD,253
buggy_7.sol,Re-entrancy,297
buggy_45.sol,TOD,436
buggy_7.sol,TOD,601
buggy_26.sol,tx.origin,191
buggy_18.sol,TOD,755
buggy_7.sol,TOD,95
buggy_8.sol,Timestamp-Dependency,391
buggy_19.sol,Re-entrancy,203
buggy_26.sol,Overflow-Underflow,106
buggy_5.sol,Re-entrancy,95
buggy_39.sol,Unhandled-Exceptions,68
buggy_37.sol,tx.origin,30
buggy_47.sol,Re-entrancy,208
buggy_28.sol,tx.origin,304
buggy_6.sol,tx.origin,180
buggy_19.sol,Timestamp-Dependency,238
buggy_24.sol,Re-entrancy,609
buggy_24.sol,Unhandled-Exceptions,265
buggy_30.sol,TOD,790
buggy_24.sol,Unchecked-Send,809
buggy_47.sol,TOD,528
buggy_28.sol,Overflow-Underflow,87
buggy_4.sol,TOD,87
buggy_15.sol,TOD,51
buggy_24.sol,Overflow-Underflow,715
buggy_25.sol,Re-entrancy,141
buggy_42.sol,Re-entrancy,101
buggy_7.sol,Unhandled-Exceptions,222
buggy_42.sol,Unchecked-Send,180
buggy_21.sol,Re-entrancy,194
buggy_13.sol,TOD,381
buggy_11.sol,Unchecked-Send,58
buggy_44.sol,Unchecked-Send,27
buggy_11.sol,TOD,657
buggy_36.sol,tx.origin,226
buggy_17.sol,Timestamp-Dependency,348
buggy_25.sol,TOD,396
buggy_15.sol,Timestamp-Dependency,197
buggy_37.sol,Re-entrancy,435
buggy_29.sol,Unhandled-Exceptions,17
buggy_31.sol,Unchecked-Send,219
buggy_30.sol,Unhandled-Exceptions,749
buggy_18.sol,Unchecked-Send,208
buggy_22.sol,TOD,345
buggy_30.sol,Re-entrancy,395
buggy_35.sol,Timestamp-Dependency,246
buggy_42.sol,Unchecked-Send,89
buggy_5.sol,Overflow-Underflow,427
buggy_40.sol,Re-entrancy,617
buggy_2.sol,TOD,117
buggy_11.sol,Unchecked-Send,159
buggy_11.sol,Overflow-Underflow,336
buggy_38.sol,Re-entrancy,206
buggy_12.sol,Overflow-Underflow,490
buggy_28.sol,tx.origin,110
buggy_30.sol,Unchecked-Send,721
buggy_45.sol,Re-entrancy,73
buggy_22.sol,Timestamp-Dependency,454
buggy_22.sol,Unchecked-Send,176
buggy_30.sol,TOD,1091
buggy_9.sol,tx.origin,339
buggy_35.sol,Overflow-Underflow,157
buggy_16.sol,Timestamp-Dependency,384
buggy_8.sol,Re-entrancy,212
buggy_36.sol,Unchecked-Send,56
buggy_1.sol,Unchecked-Send,121
buggy_50.sol,Re-entrancy,260
buggy_24.sol,Re-entrancy,338
buggy_11.sol,Timestamp-Dependency,93
buggy_32.sol,Unchecked-Send,181
buggy_38.sol,Re-entrancy,363
buggy_16.sol,Unchecked-Send,68
buggy_49.sol,tx.origin,52
buggy_35.sol,Re-entrancy,282
buggy_36.sol,TOD,178
buggy_42.sol,Unhandled-Exceptions,118
buggy_14.sol,TOD,512
buggy_20.sol,Timestamp-Dependency,410
buggy_50.sol,Unchecked-Send,85
buggy_8.sol,Re-entrancy,123
buggy_12.sol,Re-entrancy,329
buggy_42.sol,Overflow-Underflow,171
buggy_50.sol,tx.origin,124
buggy_44.sol,TOD,446
buggy_1.sol,tx.origin,62
buggy_33.sol,tx.origin,103
buggy_6.sol,Unhandled-Exceptions,24
buggy_7.sol,Timestamp-Dependency,13
buggy_26.sol,Unchecked-Send,72
buggy_37.sol,Re-entrancy,130
buggy_45.sol,Timestamp-Dependency,32
buggy_9.sol,Timestamp-Dependency,339
buggy_7.sol,Re-entrancy,290
buggy_33.sol,Overflow-Underflow,261
buggy_42.sol,TOD,458
buggy_37.sol,Unchecked-Send,155
buggy_37.sol,Unhandled-Exceptions,251
buggy_3.sol,Unhandled-Exceptions,71
buggy_22.sol,Unhandled-Exceptions,19
buggy_19.sol,TOD,241
buggy_1.sol,Timestamp-Dependency,81
buggy_16.sol,Timestamp-Dependency,72
buggy_43.sol,Overflow-Underflow,353
buggy_23.sol,Unhandled-Exceptions,143
buggy_27.sol,Unchecked-Send,161
buggy_6.sol,Unhandled-Exceptions,115
buggy_36.sol,tx.origin,374
buggy_18.sol,Timestamp-Dependency,142
buggy_44.sol,Timestamp-Dependency,171
buggy_35.sol,TOD,171
buggy_30.sol,Timestamp-Dependency,839
buggy_18.sol,TOD,81
buggy_6.sol,tx.origin,189
buggy_3.sol,Unchecked-Send,24
buggy_37.sol,Unchecked-Send,254
buggy_46.sol,Unchecked-Send,96
buggy_25.sol,Unhandled-Exceptions,110
buggy_34.sol,Re-entrancy,603
buggy_9.sol,Re-entrancy,105
buggy_28.sol,TOD,609
buggy_47.sol,tx.origin,341
buggy_42.sol,Re-entrancy,110
buggy_43.sol,tx.origin,239
buggy_33.sol,Timestamp-Dependency,12
buggy_36.sol,Unhandled-Exceptions,42
buggy_11.sol,Overflow-Underflow,196
buggy_43.sol,Overflow-Underflow,454
buggy_5.sol,Overflow-Underflow,317
buggy_38.sol,Unhandled-Exceptions,146
buggy_5.sol,tx.origin,169
buggy_29.sol,TOD,204
buggy_36.sol,Unhandled-Exceptions,556
buggy_22.sol,Overflow-Underflow,218
buggy_27.sol,Timestamp-Dependency,162
buggy_27.sol,Unchecked-Send,258
buggy_44.sol,Unhandled-Exceptions,289
buggy_1.sol,Unhandled-Exceptions,195
buggy_9.sol,Timestamp-Dependency,153
buggy_26.sol,Re-entrancy,255
buggy_30.sol,Timestamp-Dependency,682
buggy_21.sol,Timestamp-Dependency,132
buggy_31.sol,Timestamp-Dependency,282
buggy_35.sol,Unchecked-Send,253
buggy_48.sol,Unchecked-Send,136
buggy_22.sol,Unhandled-Exceptions,221
buggy_35.sol,Timestamp-Dependency,225
buggy_45.sol,tx.origin,180
buggy_20.sol,Unhandled-Exceptions,417
buggy_16.sol,Overflow-Underflow,305
buggy_47.sol,Re-entrancy,31
buggy_29.sol,tx.origin,382
buggy_36.sol,Overflow-Underflow,115
buggy_40.sol,Unhandled-Exceptions,503
buggy_48.sol,Re-entrancy,166
buggy_12.sol,TOD,398
buggy_47.sol,Unhandled-Exceptions,216
buggy_30.sol,TOD,727
buggy_41.sol,Unhandled-Exceptions,162
buggy_35.sol,Unchecked-Send,338
buggy_28.sol,TOD,443
buggy_20.sol,Re-entrancy,308
buggy_35.sol,Overflow-Underflow,148
buggy_33.sol,Re-entrancy,246
buggy_34.sol,Timestamp-Dependency,431
buggy_32.sol,Re-entrancy,49
buggy_50.sol,Re-entrancy,271
buggy_7.sol,Timestamp-Dependency,127
buggy_30.sol,TOD,624
buggy_39.sol,tx.origin,30
buggy_28.sol,Unchecked-Send,255
buggy_29.sol,Unhandled-Exceptions,342
buggy_35.sol,Unchecked-Send,311
buggy_18.sol,Overflow-Underflow,641
buggy_28.sol,Overflow-Underflow,371
buggy_14.sol,Unhandled-Exceptions,110
buggy_37.sol,Unhandled-Exceptions,361
buggy_1.sol,Timestamp-Dependency,163
buggy_23.sol,Unchecked-Send,120
buggy_27.sol,Overflow-Underflow,498
buggy_22.sol,Re-entrancy,234
buggy_3.sol,tx.origin,34
buggy_22.sol,TOD,922
buggy_19.sol,Re-entrancy,322
buggy_37.sol,TOD,178
buggy_33.sol,tx.origin,108
buggy_35.sol,TOD,607
buggy_43.sol,Re-entrancy,174
buggy_13.sol,tx.origin,182
buggy_50.sol,Timestamp-Dependency,15
buggy_28.sol,Unchecked-Send,146
buggy_44.sol,Timestamp-Dependency,89
buggy_36.sol,Overflow-Underflow,315
buggy_22.sol,Unhandled-Exceptions,556
buggy_2.sol,Re-entrancy,92
buggy_46.sol,Re-entrancy,48
buggy_4.sol,Re-entrancy,114
buggy_28.sol,Timestamp-Dependency,245
buggy_22.sol,Re-entrancy,81
buggy_11.sol,Timestamp-Dependency,158
buggy_24.sol,TOD,320
buggy_6.sol,Overflow-Underflow,168
buggy_48.sol,Re-entrancy,85
buggy_24.sol,tx.origin,477
buggy_35.sol,Unhandled-Exceptions,391
buggy_11.sol,tx.origin,86
buggy_25.sol,Unhandled-Exceptions,119
buggy_9.sol,Re-entrancy,96
buggy_23.sol,TOD,629
buggy_22.sol,Unhandled-Exceptions,79
buggy_42.sol,Re-entrancy,119
buggy_34.sol,Re-entrancy,46
buggy_33.sol,Timestamp-Dependency,245
buggy_44.sol,Re-entrancy,176
buggy_11.sol,TOD,225
buggy_33.sol,Re-entrancy,27
buggy_38.sol,Re-entrancy,85
buggy_47.sol,TOD,71
buggy_36.sol,Overflow-Underflow,229
buggy_28.sol,Timestamp-Dependency,303
buggy_20.sol,Timestamp-Dependency,190
buggy_48.sol,Unhandled-Exceptions,79
buggy_22.sol,TOD,331
buggy_29.sol,Re-entrancy,218
buggy_33.sol,Unhandled-Exceptions,122
buggy_10.sol,Unhandled-Exceptions,81
buggy_37.sol,Overflow-Underflow,271
buggy_2.sol,tx.origin,47
buggy_11.sol,Unchecked-Send,105
buggy_30.sol,tx.origin,639
buggy_21.sol,Unhandled-Exceptions,153
buggy_12.sol,Unhandled-Exceptions,174
buggy_21.sol,Unchecked-Send,56
buggy_41.sol,Re-entrancy,96
buggy_24.sol,Unhandled-Exceptions,707
buggy_39.sol,Re-entrancy,27
buggy_12.sol,tx.origin,244
buggy_6.sol,TOD,9
buggy_22.sol,Unchecked-Send,166
buggy_27.sol,tx.origin,150
buggy_30.sol,Overflow-Underflow,397
buggy_31.sol,Unhandled-Exceptions,150
buggy_11.sol,TOD,43
buggy_16.sol,tx.origin,107
buggy_43.sol,Timestamp-Dependency,207
buggy_36.sol,Unhandled-Exceptions,365
buggy_18.sol,tx.origin,432
buggy_38.sol,tx.origin,265
buggy_17.sol,Re-entrancy,397
buggy_40.sol,Unhandled-Exceptions,403
buggy_48.sol,Timestamp-Dependency,199
buggy_26.sol,tx.origin,63
buggy_27.sol,TOD,137
buggy_22.sol,tx.origin,231
buggy_9.sol,Re-entrancy,333
buggy_31.sol,TOD,438
buggy_45.sol,tx.origin,107
buggy_42.sol,Re-entrancy,130
buggy_11.sol,TOD,436
buggy_12.sol,Unhandled-Exceptions,116
buggy_8.sol,TOD,642
buggy_14.sol,tx.origin,255
buggy_7.sol,Timestamp-Dependency,35
buggy_12.sol,Overflow-Underflow,160
buggy_45.sol,Timestamp-Dependency,62
buggy_20.sol,Overflow-Underflow,482
buggy_44.sol,Timestamp-Dependency,34
buggy_48.sol,Timestamp-Dependency,88
buggy_11.sol,Unhandled-Exceptions,103
buggy_2.sol,Overflow-Underflow,164
buggy_17.sol,Unhandled-Exceptions,327
buggy_24.sol,Overflow-Underflow,329
buggy_26.sol,Timestamp-Dependency,78
buggy_48.sol,Unhandled-Exceptions,286
buggy_13.sol,Overflow-Underflow,143
buggy_4.sol,Re-entrancy,105
buggy_19.sol,Unhandled-Exceptions,319
buggy_42.sol,Re-entrancy,229
buggy_14.sol,Timestamp-Dependency,82
buggy_37.sol,TOD,30
buggy_27.sol,Re-entrancy,352
buggy_43.sol,Unhandled-Exceptions,64
buggy_17.sol,Re-entrancy,379
buggy_24.sol,Unchecked-Send,310
buggy_20.sol,Overflow-Underflow,73
buggy_2.sol,Unchecked-Send,65
buggy_7.sol,Overflow-Underflow,222
buggy_34.sol,Overflow-Underflow,195
buggy_34.sol,Unchecked-Send,238
buggy_8.sol,Re-entrancy,435
buggy_5.sol,TOD,225
buggy_33.sol,Timestamp-Dependency,254
buggy_7.sol,tx.origin,29
buggy_37.sol,Overflow-Underflow,409
buggy_48.sol,tx.origin,129
buggy_2.sol,TOD,245
buggy_22.sol,TOD,731
buggy_4.sol,Timestamp-Dependency,144
buggy_44.sol,Unchecked-Send,62
buggy_34.sol,tx.origin,501
buggy_16.sol,Overflow-Underflow,184
buggy_9.sol,Timestamp-Dependency,139
buggy_44.sol,Overflow-Underflow,330
buggy_28.sol,TOD,54
buggy_34.sol,Overflow-Underflow,184
buggy_20.sol,Re-entrancy,163
buggy_47.sol,Unhandled-Exceptions,81
buggy_1.sol,TOD,128
buggy_24.sol,Overflow-Underflow,529
buggy_23.sol,TOD,155
buggy_36.sol,Re-entrancy,402
buggy_17.sol,Timestamp-Dependency,150
buggy_29.sol,Unchecked-Send,238
buggy_9.sol,Timestamp-Dependency,118
buggy_18.sol,tx.origin,544
buggy_48.sol,Re-entrancy,148
buggy_30.sol,Unchecked-Send,756
buggy_12.sol,tx.origin,205
buggy_3.sol,Unchecked-Send,160
buggy_4.sol,Unhandled-Exceptions,65
buggy_41.sol,Unhandled-Exceptions,180
buggy_29.sol,Timestamp-Dependency,300
buggy_47.sol,Unhandled-Exceptions,170
buggy_25.sol,Unhandled-Exceptions,310
buggy_22.sol,Unchecked-Send,173
buggy_32.sol,tx.origin,213
buggy_26.sol,TOD,310
buggy_13.sol,Overflow-Underflow,122
buggy_34.sol,Unchecked-Send,278
buggy_43.sol,Unchecked-Send,53
buggy_18.sol,Re-entrancy,662
buggy_42.sol,Timestamp-Dependency,102
buggy_30.sol,tx.origin,667
buggy_23.sol,Unhandled-Exceptions,352
buggy_34.sol,Overflow-Underflow,498
buggy_19.sol,Overflow-Underflow,273
buggy_22.sol,Unchecked-Send,74
buggy_18.sol,Overflow-Underflow,367
buggy_24.sol,Timestamp-Dependency,226
buggy_22.sol,Unhandled-Exceptions,405
buggy_40.sol,Overflow-Underflow,510
buggy_4.sol,Overflow-Underflow,103
buggy_8.sol,Re-entrancy,158
buggy_42.sol,Re-entrancy,139
buggy_36.sol,Re-entrancy,344
buggy_38.sol,Overflow-Underflow,335
buggy_20.sol,Unhandled-Exceptions,251
buggy_38.sol,TOD,468
buggy_12.sol,Overflow-Underflow,185
buggy_6.sol,Overflow-Underflow,291
buggy_30.sol,Unchecked-Send,444
buggy_3.sol,TOD,112
buggy_24.sol,Unhandled-Exceptions,414
buggy_36.sol,TOD,378
buggy_45.sol,TOD,336
buggy_24.sol,Timestamp-Dependency,845
buggy_43.sol,Unchecked-Send,259
buggy_35.sol,tx.origin,467
buggy_24.sol,tx.origin,602
buggy_16.sol,Timestamp-Dependency,115
buggy_50.sol,tx.origin,170
buggy_6.sol,Timestamp-Dependency,54
buggy_5.sol,Re-entrancy,123
buggy_32.sol,Unhandled-Exceptions,76
buggy_2.sol,Unchecked-Send,88
buggy_36.sol,Overflow-Underflow,366
buggy_1.sol,Overflow-Underflow,143
buggy_13.sol,Unchecked-Send,103
buggy_12.sol,TOD,169
buggy_45.sol,TOD,501
buggy_20.sol,TOD,431
buggy_34.sol,Unhandled-Exceptions,142
buggy_11.sol,tx.origin,64
buggy_27.sol,TOD,78
buggy_26.sol,Unhandled-Exceptions,142
buggy_23.sol,TOD,615
buggy_6.sol,Re-entrancy,51
buggy_23.sol,Unchecked-Send,304
buggy_34.sol,TOD,328
buggy_3.sol,Re-entrancy,164
buggy_11.sol,Overflow-Underflow,233
buggy_50.sol,Re-entrancy,40
buggy_43.sol,Re-entrancy,358
buggy_4.sol,Unchecked-Send,59
buggy_29.sol,Overflow-Underflow,262
buggy_47.sol,TOD,85
buggy_9.sol,Unhandled-Exceptions,188
buggy_36.sol,tx.origin,206
buggy_14.sol,TOD,314
buggy_11.sol,Unhandled-Exceptions,164
buggy_18.sol,Unhandled-Exceptions,204
buggy_24.sol,tx.origin,366
buggy_42.sol,TOD,27
buggy_18.sol,Unchecked-Send,306
buggy_35.sol,Unchecked-Send,210
buggy_28.sol,TOD,571
buggy_47.sol,Timestamp-Dependency,30
buggy_40.sol,Timestamp-Dependency,223
buggy_27.sol,Overflow-Underflow,221
buggy_2.sol,tx.origin,29
buggy_43.sol,Unhandled-Exceptions,129
buggy_41.sol,Unchecked-Send,142
buggy_32.sol,Unhandled-Exceptions,134
buggy_40.sol,TOD,267
buggy_44.sol,Unhandled-Exceptions,251
buggy_25.sol,TOD,461
buggy_49.sol,Re-entrancy,34
buggy_9.sol,Unchecked-Send,96
buggy_24.sol,Unhandled-Exceptions,239
buggy_33.sol,Overflow-Underflow,17
buggy_3.sol,Unchecked-Send,169
buggy_21.sol,Timestamp-Dependency,62
buggy_23.sol,Timestamp-Dependency,473
buggy_14.sol,Unhandled-Exceptions,238
buggy_32.sol,Overflow-Underflow,237
buggy_30.sol,Overflow-Underflow,415
buggy_11.sol,TOD,57
buggy_36.sol,Unchecked-Send,228
buggy_32.sol,Re-entrancy,212
buggy_31.sol,Overflow-Underflow,212
buggy_18.sol,TOD,365
buggy_36.sol,TOD,150
buggy_47.sol,Unhandled-Exceptions,278
buggy_33.sol,Overflow-Underflow,140
buggy_37.sol,Re-entrancy,277
buggy_48.sol,Overflow-Underflow,223
buggy_12.sol,Timestamp-Dependency,405
buggy_16.sol,Timestamp-Dependency,455
buggy_48.sol,TOD,247
buggy_30.sol,Re-entrancy,551
buggy_23.sol,TOD,346
buggy_12.sol,Unhandled-Exceptions,102
buggy_14.sol,tx.origin,237
buggy_44.sol,Overflow-Underflow,100
buggy_24.sol,Unhandled-Exceptions,921
buggy_16.sol,Overflow-Underflow,100
buggy_6.sol,tx.origin,262
buggy_37.sol,Unhandled-Exceptions,223
buggy_22.sol,TOD,32
buggy_8.sol,tx.origin,27
buggy_37.sol,TOD,108
buggy_22.sol,Overflow-Underflow,419
buggy_24.sol,Re-entrancy,440
buggy_4.sol,Timestamp-Dependency,39
buggy_16.sol,tx.origin,289
buggy_8.sol,TOD,209
buggy_5.sol,Timestamp-Dependency,13
buggy_38.sol,TOD,304
buggy_23.sol,Overflow-Underflow,457
buggy_22.sol,Timestamp-Dependency,253
buggy_30.sol,Timestamp-Dependency,803
buggy_30.sol,Timestamp-Dependency,317
buggy_8.sol,Re-entrancy,417
buggy_7.sol,TOD,23
buggy_48.sol,Unhandled-Exceptions,207
buggy_6.sol,Re-entrancy,42
buggy_8.sol,Unchecked-Send,303
buggy_17.sol,Overflow-Underflow,102
buggy_41.sol,tx.origin,109
buggy_38.sol,Re-entrancy,112
buggy_27.sol,Timestamp-Dependency,198
buggy_38.sol,Timestamp-Dependency,123
buggy_27.sol,Unchecked-Send,358
buggy_36.sol,tx.origin,177
buggy_1.sol,Overflow-Underflow,43
buggy_30.sol,Timestamp-Dependency,646
buggy_34.sol,Overflow-Underflow,150
buggy_24.sol,Unhandled-Exceptions,321
buggy_27.sol,Unhandled-Exceptions,361
buggy_28.sol,Overflow-Underflow,159
buggy_30.sol,TOD,1269
buggy_7.sol,Unchecked-Send,174
buggy_37.sol,TOD,422
buggy_43.sol,Overflow-Underflow,391
buggy_4.sol,Unchecked-Send,95
buggy_27.sol,Re-entrancy,54
buggy_5.sol,Unchecked-Send,285
buggy_45.sol,Unhandled-Exceptions,57
buggy_48.sol,Timestamp-Dependency,325
buggy_45.sol,Unchecked-Send,154
buggy_24.sol,tx.origin,258
buggy_47.sol,Unchecked-Send,156
buggy_42.sol,TOD,191
buggy_7.sol,Overflow-Underflow,276
buggy_35.sol,Unchecked-Send,190
buggy_26.sol,Unhandled-Exceptions,77
buggy_50.sol,Overflow-Underflow,176
buggy_26.sol,TOD,292
buggy_12.sol,Re-entrancy,507
buggy_40.sol,Timestamp-Dependency,517
buggy_42.sol,Timestamp-Dependency,84
buggy_8.sol,Unchecked-Send,103
buggy_24.sol,TOD,564
buggy_20.sol,Unhandled-Exceptions,352
buggy_11.sol,Timestamp-Dependency,104
buggy_28.sol,tx.origin,54
buggy_30.sol,Timestamp-Dependency,588
buggy_30.sol,Unchecked-Send,777
buggy_18.sol,TOD,346
buggy_36.sol,TOD,239
buggy_14.sol,TOD,117
buggy_33.sol,TOD,436
buggy_6.sol,TOD,67
buggy_47.sol,Overflow-Underflow,127
buggy_19.sol,tx.origin,98
buggy_45.sol,tx.origin,14
buggy_32.sol,Re-entrancy,112
buggy_16.sol,Unhandled-Exceptions,268
buggy_35.sol,Timestamp-Dependency,333
buggy_50.sol,tx.origin,17
buggy_11.sol,Re-entrancy,206
buggy_43.sol,Timestamp-Dependency,129
buggy_33.sol,Re-entrancy,309
buggy_6.sol,Unhandled-Exceptions,229
buggy_38.sol,Overflow-Underflow,349
buggy_33.sol,tx.origin,8
buggy_16.sol,Unchecked-Send,156
buggy_45.sol,Timestamp-Dependency,21
buggy_2.sol,Overflow-Underflow,65
buggy_17.sol,Unhandled-Exceptions,354
buggy_24.sol,Overflow-Underflow,300
buggy_25.sol,Unhandled-Exceptions,252
buggy_28.sol,Unhandled-Exceptions,125
buggy_39.sol,Overflow-Underflow,18
buggy_34.sol,Timestamp-Dependency,341
buggy_39.sol,Timestamp-Dependency,60
buggy_38.sol,Unchecked-Send,101
buggy_5.sol,Overflow-Underflow,171
buggy_12.sol,Unchecked-Send,305
buggy_29.sol,Overflow-Underflow,399
buggy_38.sol,tx.origin,90
buggy_40.sol,TOD,623
buggy_44.sol,Timestamp-Dependency,152
buggy_1.sol,Overflow-Underflow,189
buggy_12.sol,TOD,183
buggy_23.sol,Timestamp-Dependency,227
buggy_48.sol,Overflow-Underflow,414
buggy_48.sol,Unhandled-Exceptions,198
buggy_6.sol,Re-entrancy,221
buggy_37.sol,TOD,456
buggy_12.sol,Unhandled-Exceptions,293
buggy_5.sol,Re-entrancy,8
buggy_34.sol,Timestamp-Dependency,176
buggy_29.sol,TOD,17
buggy_17.sol,Re-entrancy,161
buggy_22.sol,Overflow-Underflow,9
buggy_38.sol,Timestamp-Dependency,114
buggy_35.sol,TOD,243
buggy_6.sol,tx.origin,69
buggy_19.sol,Timestamp-Dependency,177
buggy_24.sol,Overflow-Underflow,250
buggy_24.sol,Timestamp-Dependency,901
buggy_35.sol,Overflow-Underflow,260
buggy_37.sol,Unhandled-Exceptions,30
buggy_18.sol,TOD,911
buggy_21.sol,TOD,43
buggy_48.sol,Unchecked-Send,91
buggy_50.sol,Unhandled-Exceptions,124
buggy_5.sol,Re-entrancy,435
buggy_14.sol,Timestamp-Dependency,261
buggy_21.sol,Unhandled-Exceptions,125
buggy_36.sol,Unhandled-Exceptions,500
buggy_48.sol,tx.origin,313
buggy_47.sol,Re-entrancy,76
buggy_17.sol,Timestamp-Dependency,141
buggy_27.sol,Timestamp-Dependency,364
buggy_27.sol,Unhandled-Exceptions,213
buggy_1.sol,TOD,378
buggy_31.sol,Timestamp-Dependency,210
buggy_3.sol,TOD,151
buggy_42.sol,Unhandled-Exceptions,147
buggy_34.sol,Re-entrancy,192
buggy_44.sol,Re-entrancy,94
buggy_36.sol,Unchecked-Send,246
buggy_21.sol,Re-entrancy,86
buggy_1.sol,Unchecked-Send,39
buggy_22.sol,Re-entrancy,344
buggy_16.sol,Unhandled-Exceptions,446
buggy_11.sol,Unchecked-Send,174
buggy_16.sol,tx.origin,71
buggy_48.sol,tx.origin,342
buggy_41.sol,TOD,142
buggy_20.sol,tx.origin,144
buggy_16.sol,Overflow-Underflow,489
buggy_29.sol,TOD,361
buggy_14.sol,tx.origin,100
buggy_45.sol,Unhandled-Exceptions,221
buggy_28.sol,tx.origin,63
buggy_23.sol,tx.origin,256
buggy_25.sol,Timestamp-Dependency,228
buggy_21.sol,TOD,253
buggy_35.sol,Unhandled-Exceptions,136
buggy_4.sol,Overflow-Underflow,74
buggy_34.sol,TOD,47
buggy_33.sol,Unhandled-Exceptions,208
buggy_36.sol,Timestamp-Dependency,317
buggy_45.sol,tx.origin,23
buggy_32.sol,Re-entrancy,121
buggy_34.sol,TOD,557
buggy_17.sol,TOD,346
buggy_11.sol,Re-entrancy,199
buggy_11.sol,TOD,488
buggy_27.sol,Re-entrancy,247
buggy_24.sol,TOD,720
buggy_38.sol,Re-entrancy,348
buggy_16.sol,Unchecked-Send,149
buggy_14.sol,Re-entrancy,208
buggy_38.sol,TOD,443
buggy_47.sol,tx.origin,204
buggy_3.sol,TOD,93
buggy_42.sol,Unhandled-Exceptions,89
buggy_48.sol,Overflow-Underflow,268
buggy_24.sol,tx.origin,577
buggy_36.sol,Timestamp-Dependency,218
buggy_6.sol,Re-entrancy,179
buggy_3.sol,Re-entrancy,36
buggy_37.sol,TOD,122
buggy_1.sol,tx.origin,105
buggy_5.sol,Re-entrancy,158
buggy_24.sol,Re-entrancy,422
buggy_27.sol,Unchecked-Send,155
buggy_18.sol,tx.origin,212
buggy_40.sol,Re-entrancy,350
buggy_38.sol,TOD,286
buggy_34.sol,Unhandled-Exceptions,171
buggy_12.sol,TOD,652
buggy_36.sol,Timestamp-Dependency,119
buggy_25.sol,Re-entrancy,78
buggy_8.sol,Unchecked-Send,285
buggy_23.sol,Re-entrancy,278
buggy_44.sol,TOD,10
buggy_3.sol,Re-entrancy,65
buggy_6.sol,Timestamp-Dependency,224
buggy_38.sol,Re-entrancy,98
buggy_21.sol,Unhandled-Exceptions,11
buggy_27.sol,Timestamp-Dependency,248
