Bug_Type,Contract,Line,Description
TOD,buggy_37.sol,197,Ground truth vulnerability missed by LLM
TOD,buggy_37.sol,456,Ground truth vulnerability missed by LLM
TOD,buggy_37.sol,334,Ground truth vulnerability missed by LLM
TOD,buggy_37.sol,211,Ground truth vulnerability missed by LLM
TOD,buggy_37.sol,723,Ground truth vulnerability missed by LLM
TOD,buggy_37.sol,86,Ground truth vulnerability missed by LLM
TOD,buggy_37.sol,475,Ground truth vulnerability missed by LLM
TOD,buggy_37.sol,613,Ground truth vulnerability missed by LLM
TOD,buggy_37.sol,358,Ground truth vulnerability missed by LLM
TOD,buggy_37.sol,235,Ground truth vulnerability missed by LLM
TOD,buggy_37.sol,108,Ground truth vulnerability missed by LLM
TOD,buggy_37.sol,749,Ground truth vulnerability missed by LLM
TOD,buggy_37.sol,122,Ground truth vulnerability missed by LLM
TOD,buggy_37.sol,507,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,770,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,136,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,265,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,520,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,652,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,398,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,279,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,155,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,669,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,415,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,543,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,801,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,169,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,687,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,818,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,563,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,183,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,440,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,313,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,709,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,583,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,843,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,465,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,215,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,731,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,607,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,98,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,358,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,234,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,492,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,752,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,117,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,630,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,506,Ground truth vulnerability missed by LLM
TOD,buggy_12.sol,251,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,128,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,391,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,10,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,144,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,152,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,27,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,283,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,289,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,164,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,41,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,428,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,301,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,172,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,50,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,311,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,56,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,442,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,322,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,69,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,454,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,466,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,213,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,85,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,353,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,102,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,365,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,112,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,244,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_43.sol,377,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,256,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,130,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,8,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,143,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,399,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,20,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,150,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,283,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,415,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,34,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,427,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,171,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,305,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,437,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,317,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,62,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,450,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,196,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,328,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,77,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,340,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,86,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,217,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,347,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,95,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,101,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,108,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,365,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,237,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,119,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_5.sol,381,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,224,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,33,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,66,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,163,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,40,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,205,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,45,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,143,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,13,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,18,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,52,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,23,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,246,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,182,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,122,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,59,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_13.sol,93,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,121,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,130,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,96,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,70,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,105,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,203,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,76,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,171,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,143,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,81,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,179,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,116,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,57,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,155,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_1.sol,189,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,137,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,267,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,148,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,278,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,159,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,164,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,303,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,175,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,314,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,190,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,68,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,325,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,202,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,335,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,210,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,87,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,218,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,349,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,99,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,228,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,361,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,107,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,371,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_28.sol,253,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,139,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,30,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,167,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,41,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,52,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,183,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,57,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,66,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,198,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,72,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,77,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,206,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,88,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,220,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,230,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,241,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,114,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_3.sol,250,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,384,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,266,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,13,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,145,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,402,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,276,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,24,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,158,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,286,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,35,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,294,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,42,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,299,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,173,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,435,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,53,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,312,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,444,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,191,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,64,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,328,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,457,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,74,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,203,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,211,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,83,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,473,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,347,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,94,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,225,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,482,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,360,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,233,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,104,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,109,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,242,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,115,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,373,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,253,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_47.sol,127,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,260,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,132,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,390,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,10,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,142,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,21,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,156,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,31,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,291,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,40,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,170,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,433,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,50,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,178,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,193,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,451,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,69,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,198,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,330,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,463,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,210,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,85,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,219,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,475,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,355,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,100,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,487,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,363,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,371,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_44.sol,116,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,137,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,267,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,148,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,278,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,159,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,164,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,303,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,175,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,314,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,190,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,68,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,325,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,202,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,335,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,79,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,210,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,218,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,349,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,99,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,228,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,361,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,107,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,371,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,116,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,253,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_38.sol,127,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,133,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,9,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,265,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,138,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,19,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,150,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,29,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,161,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,294,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,46,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,302,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,51,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,317,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,200,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,329,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,78,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,83,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,214,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,88,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,225,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,100,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,235,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,110,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,122,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_45.sol,252,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,129,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,259,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,265,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,270,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,144,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,275,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,153,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,27,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,291,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,168,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,43,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,300,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,48,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,183,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,317,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,192,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,205,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,338,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,83,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,216,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,351,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,96,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,227,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,241,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_6.sol,251,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,5,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,518,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,263,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,10,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,143,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,15,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,149,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,24,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,289,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,161,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,167,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,179,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,311,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,191,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,64,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,197,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,327,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,76,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,82,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,217,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,478,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,94,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,229,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,104,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,495,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,244,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_21.sol,510,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,513,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,387,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,132,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,270,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,142,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,530,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,410,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,160,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,289,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,423,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,307,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,179,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,441,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,193,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,452,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,326,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,457,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,211,Ground truth vulnerability missed by LLM
Overflow-Underflow,buggy_23.sol,474,Ground truth vulnerability missed by LLM
