bug_id,contract,line,bug_type,approach
8405,buggy_22.sol,53,tx.origin,code snippet injection
8406,buggy_22.sol,61,tx.origin,code snippet injection
8407,buggy_22.sol,70,tx.origin,code snippet injection
8408,buggy_22.sol,75,tx.origin,code snippet injection
8409,buggy_22.sol,80,tx.origin,code snippet injection
8410,buggy_22.sol,85,tx.origin,code snippet injection
8411,buggy_22.sol,90,tx.origin,code snippet injection
8412,buggy_22.sol,95,tx.origin,code snippet injection
8413,buggy_22.sol,100,tx.origin,code snippet injection
8414,buggy_22.sol,177,tx.origin,code snippet injection
8415,buggy_22.sol,182,tx.origin,code snippet injection
8416,buggy_22.sol,187,tx.origin,code snippet injection
8417,buggy_22.sol,191,tx.origin,code snippet injection
8418,buggy_22.sol,196,tx.origin,code snippet injection
8419,buggy_22.sol,201,tx.origin,code snippet injection
8420,buggy_22.sol,206,tx.origin,code snippet injection
8421,buggy_22.sol,212,tx.origin,code snippet injection
8422,buggy_22.sol,217,tx.origin,code snippet injection
8423,buggy_22.sol,222,tx.origin,code snippet injection
8424,buggy_22.sol,226,tx.origin,code snippet injection
8425,buggy_22.sol,231,tx.origin,code snippet injection
8426,buggy_22.sol,236,tx.origin,code snippet injection
8427,buggy_22.sol,241,tx.origin,code snippet injection
8428,buggy_22.sol,286,tx.origin,code snippet injection
8429,buggy_22.sol,305,tx.origin,code snippet injection
8430,buggy_22.sol,334,tx.origin,code snippet injection
8431,buggy_22.sol,374,tx.origin,code snippet injection
8432,buggy_22.sol,400,tx.origin,code snippet injection
8433,buggy_22.sol,430,tx.origin,code snippet injection
8434,buggy_22.sol,461,tx.origin,code snippet injection
8435,buggy_22.sol,519,tx.origin,code snippet injection
8436,buggy_23.sol,120,tx.origin,code snippet injection
8437,buggy_23.sol,126,tx.origin,code snippet injection
8438,buggy_23.sol,132,tx.origin,code snippet injection
8439,buggy_23.sol,144,tx.origin,code snippet injection
8440,buggy_23.sol,157,tx.origin,code snippet injection
8441,buggy_23.sol,171,tx.origin,code snippet injection
8442,buggy_23.sol,185,tx.origin,code snippet injection
8443,buggy_23.sol,202,tx.origin,code snippet injection
8444,buggy_23.sol,219,tx.origin,code snippet injection
8445,buggy_23.sol,238,tx.origin,code snippet injection
8446,buggy_23.sol,256,tx.origin,code snippet injection
8447,buggy_23.sol,274,tx.origin,code snippet injection
8448,buggy_23.sol,293,tx.origin,code snippet injection
8449,buggy_23.sol,311,tx.origin,code snippet injection
8450,buggy_23.sol,329,tx.origin,code snippet injection
8451,buggy_23.sol,345,tx.origin,code snippet injection
8452,buggy_23.sol,368,tx.origin,code snippet injection
8453,buggy_23.sol,380,tx.origin,code snippet injection
8454,buggy_23.sol,398,tx.origin,code snippet injection
8455,buggy_23.sol,403,tx.origin,code snippet injection
8456,buggy_23.sol,408,tx.origin,code snippet injection
8457,buggy_23.sol,419,tx.origin,code snippet injection
8458,buggy_23.sol,429,tx.origin,code snippet injection
8459,buggy_23.sol,440,tx.origin,code snippet injection
8460,buggy_23.sol,451,tx.origin,code snippet injection
8461,buggy_23.sol,468,tx.origin,code snippet injection
8462,buggy_24.sol,230,tx.origin,code snippet injection
8463,buggy_24.sol,235,tx.origin,code snippet injection
8464,buggy_24.sol,240,tx.origin,code snippet injection
8465,buggy_24.sol,245,tx.origin,code snippet injection
8466,buggy_24.sol,249,tx.origin,code snippet injection
8467,buggy_24.sol,253,tx.origin,code snippet injection
8468,buggy_24.sol,258,tx.origin,code snippet injection
8469,buggy_24.sol,263,tx.origin,code snippet injection
8470,buggy_24.sol,268,tx.origin,code snippet injection
8471,buggy_24.sol,273,tx.origin,code snippet injection
8472,buggy_24.sol,278,tx.origin,code snippet injection
8473,buggy_24.sol,283,tx.origin,code snippet injection
8474,buggy_24.sol,288,tx.origin,code snippet injection
8475,buggy_24.sol,310,tx.origin,code snippet injection
8476,buggy_24.sol,324,tx.origin,code snippet injection
8477,buggy_24.sol,352,tx.origin,code snippet injection
8478,buggy_24.sol,366,tx.origin,code snippet injection
8479,buggy_24.sol,374,tx.origin,code snippet injection
8480,buggy_24.sol,391,tx.origin,code snippet injection
8481,buggy_24.sol,423,tx.origin,code snippet injection
8482,buggy_24.sol,459,tx.origin,code snippet injection
8483,buggy_24.sol,477,tx.origin,code snippet injection
8484,buggy_24.sol,490,tx.origin,code snippet injection
8485,buggy_24.sol,503,tx.origin,code snippet injection
8486,buggy_24.sol,515,tx.origin,code snippet injection
8487,buggy_24.sol,577,tx.origin,code snippet injection
8488,buggy_24.sol,602,tx.origin,code snippet injection
8489,buggy_24.sol,628,tx.origin,code snippet injection
8490,buggy_24.sol,641,tx.origin,code snippet injection
8491,buggy_24.sol,654,tx.origin,code snippet injection
8492,buggy_24.sol,668,tx.origin,code snippet injection
8493,buggy_24.sol,690,tx.origin,code snippet injection
8494,buggy_24.sol,698,tx.origin,code snippet injection
8495,buggy_24.sol,723,tx.origin,code snippet injection
8496,buggy_24.sol,747,tx.origin,code snippet injection
8497,buggy_24.sol,772,tx.origin,code snippet injection
8498,buggy_24.sol,826,tx.origin,code snippet injection
8499,buggy_24.sol,837,tx.origin,code snippet injection
8500,buggy_24.sol,878,tx.origin,code snippet injection
8501,buggy_24.sol,893,tx.origin,code snippet injection
8502,buggy_25.sol,86,tx.origin,code snippet injection
8503,buggy_25.sol,81,tx.origin,code snippet injection
8504,buggy_25.sol,76,tx.origin,code snippet injection
8505,buggy_25.sol,71,tx.origin,code snippet injection
8506,buggy_25.sol,67,tx.origin,code snippet injection
8507,buggy_25.sol,62,tx.origin,code snippet injection
8508,buggy_25.sol,58,tx.origin,code snippet injection
8509,buggy_25.sol,273,tx.origin,code snippet injection
8510,buggy_25.sol,263,tx.origin,code snippet injection
8511,buggy_25.sol,254,tx.origin,code snippet injection
8512,buggy_25.sol,245,tx.origin,code snippet injection
8513,buggy_25.sol,236,tx.origin,code snippet injection
8514,buggy_25.sol,221,tx.origin,code snippet injection
8515,buggy_25.sol,184,tx.origin,code snippet injection
8516,buggy_25.sol,140,tx.origin,code snippet injection
8517,buggy_25.sol,121,tx.origin,code snippet injection
8518,buggy_25.sol,105,tx.origin,code snippet injection
8519,buggy_25.sol,96,tx.origin,code snippet injection
8520,buggy_25.sol,51,tx.origin,code snippet injection
8521,buggy_25.sol,37,tx.origin,code snippet injection
8522,buggy_25.sol,13,tx.origin,code snippet injection
8523,buggy_26.sol,63,tx.origin,code snippet injection
8524,buggy_26.sol,68,tx.origin,code snippet injection
8525,buggy_26.sol,73,tx.origin,code snippet injection
8526,buggy_26.sol,78,tx.origin,code snippet injection
8527,buggy_26.sol,83,tx.origin,code snippet injection
8528,buggy_26.sol,88,tx.origin,code snippet injection
8529,buggy_26.sol,100,tx.origin,code snippet injection
8530,buggy_26.sol,103,tx.origin,code snippet injection
8531,buggy_26.sol,109,tx.origin,code snippet injection
8532,buggy_26.sol,118,tx.origin,code snippet injection
8533,buggy_26.sol,125,tx.origin,code snippet injection
8534,buggy_26.sol,132,tx.origin,code snippet injection
8535,buggy_26.sol,139,tx.origin,code snippet injection
8536,buggy_26.sol,147,tx.origin,code snippet injection
8537,buggy_26.sol,156,tx.origin,code snippet injection
8538,buggy_26.sol,164,tx.origin,code snippet injection
8539,buggy_26.sol,173,tx.origin,code snippet injection
8540,buggy_26.sol,182,tx.origin,code snippet injection
8541,buggy_26.sol,191,tx.origin,code snippet injection
8542,buggy_26.sol,199,tx.origin,code snippet injection
8543,buggy_26.sol,212,tx.origin,code snippet injection
8544,buggy_26.sol,222,tx.origin,code snippet injection
8545,buggy_26.sol,229,tx.origin,code snippet injection
8546,buggy_27.sol,54,tx.origin,code snippet injection
8547,buggy_27.sol,63,tx.origin,code snippet injection
8548,buggy_27.sol,80,tx.origin,code snippet injection
8549,buggy_27.sol,99,tx.origin,code snippet injection
8550,buggy_27.sol,107,tx.origin,code snippet injection
8551,buggy_27.sol,115,tx.origin,code snippet injection
8552,buggy_27.sol,122,tx.origin,code snippet injection
8553,buggy_27.sol,135,tx.origin,code snippet injection
8554,buggy_27.sol,140,tx.origin,code snippet injection
8555,buggy_27.sol,145,tx.origin,code snippet injection
8556,buggy_27.sol,150,tx.origin,code snippet injection
8557,buggy_27.sol,154,tx.origin,code snippet injection
8558,buggy_27.sol,158,tx.origin,code snippet injection
8559,buggy_27.sol,163,tx.origin,code snippet injection
8560,buggy_27.sol,168,tx.origin,code snippet injection
8561,buggy_27.sol,173,tx.origin,code snippet injection
8562,buggy_27.sol,178,tx.origin,code snippet injection
8563,buggy_27.sol,185,tx.origin,code snippet injection
8564,buggy_27.sol,190,tx.origin,code snippet injection
8565,buggy_27.sol,198,tx.origin,code snippet injection
8566,buggy_27.sol,206,tx.origin,code snippet injection
8567,buggy_27.sol,214,tx.origin,code snippet injection
8568,buggy_27.sol,222,tx.origin,code snippet injection
8569,buggy_27.sol,232,tx.origin,code snippet injection
8570,buggy_27.sol,241,tx.origin,code snippet injection
8571,buggy_27.sol,302,tx.origin,code snippet injection
8572,buggy_27.sol,312,tx.origin,code snippet injection
8573,buggy_27.sol,323,tx.origin,code snippet injection
8574,buggy_27.sol,383,tx.origin,code snippet injection
8575,buggy_27.sol,393,tx.origin,code snippet injection
8576,buggy_27.sol,403,tx.origin,code snippet injection
8577,buggy_27.sol,413,tx.origin,code snippet injection
8578,buggy_27.sol,420,tx.origin,code snippet injection
8579,buggy_27.sol,432,tx.origin,code snippet injection
8580,buggy_27.sol,442,tx.origin,code snippet injection
8581,buggy_27.sol,452,tx.origin,code snippet injection
8582,buggy_27.sol,461,tx.origin,code snippet injection
8583,buggy_27.sol,469,tx.origin,code snippet injection
8584,buggy_27.sol,478,tx.origin,code snippet injection
8585,buggy_27.sol,486,tx.origin,code snippet injection
8586,buggy_28.sol,54,tx.origin,code snippet injection
8587,buggy_28.sol,59,tx.origin,code snippet injection
8588,buggy_28.sol,63,tx.origin,code snippet injection
8589,buggy_28.sol,74,tx.origin,code snippet injection
8590,buggy_28.sol,82,tx.origin,code snippet injection
8591,buggy_28.sol,90,tx.origin,code snippet injection
8592,buggy_28.sol,97,tx.origin,code snippet injection
8593,buggy_28.sol,105,tx.origin,code snippet injection
8594,buggy_28.sol,110,tx.origin,code snippet injection
8595,buggy_28.sol,116,tx.origin,code snippet injection
8596,buggy_28.sol,121,tx.origin,code snippet injection
8597,buggy_28.sol,126,tx.origin,code snippet injection
8598,buggy_28.sol,131,tx.origin,code snippet injection
8599,buggy_28.sol,136,tx.origin,code snippet injection
8600,buggy_28.sol,145,tx.origin,code snippet injection
8601,buggy_28.sol,153,tx.origin,code snippet injection
8602,buggy_28.sol,160,tx.origin,code snippet injection
8603,buggy_28.sol,168,tx.origin,code snippet injection
8604,buggy_28.sol,178,tx.origin,code snippet injection
8605,buggy_28.sol,199,tx.origin,code snippet injection
8606,buggy_28.sol,209,tx.origin,code snippet injection
8607,buggy_28.sol,219,tx.origin,code snippet injection
8608,buggy_28.sol,244,tx.origin,code snippet injection
8609,buggy_28.sol,254,tx.origin,code snippet injection
8610,buggy_28.sol,265,tx.origin,code snippet injection
8611,buggy_28.sol,274,tx.origin,code snippet injection
8612,buggy_28.sol,282,tx.origin,code snippet injection
8613,buggy_28.sol,294,tx.origin,code snippet injection
8614,buggy_28.sol,304,tx.origin,code snippet injection
8615,buggy_29.sol,257,tx.origin,code snippet injection
8616,buggy_29.sol,252,tx.origin,code snippet injection
8617,buggy_29.sol,247,tx.origin,code snippet injection
8618,buggy_29.sol,382,tx.origin,code snippet injection
8619,buggy_29.sol,372,tx.origin,code snippet injection
8620,buggy_29.sol,362,tx.origin,code snippet injection
8621,buggy_29.sol,353,tx.origin,code snippet injection
8622,buggy_29.sol,339,tx.origin,code snippet injection
8623,buggy_29.sol,321,tx.origin,code snippet injection
8624,buggy_29.sol,286,tx.origin,code snippet injection
8625,buggy_29.sol,30,tx.origin,code snippet injection
8626,buggy_29.sol,25,tx.origin,code snippet injection
8627,buggy_29.sol,17,tx.origin,code snippet injection
8628,buggy_29.sol,193,tx.origin,code snippet injection
8629,buggy_29.sol,185,tx.origin,code snippet injection
8630,buggy_29.sol,178,tx.origin,code snippet injection
8631,buggy_29.sol,171,tx.origin,code snippet injection
8632,buggy_29.sol,163,tx.origin,code snippet injection
8633,buggy_29.sol,155,tx.origin,code snippet injection
8634,buggy_3.sol,18,tx.origin,code snippet injection
8635,buggy_3.sol,13,tx.origin,code snippet injection
8636,buggy_3.sol,8,tx.origin,code snippet injection
8637,buggy_3.sol,210,tx.origin,code snippet injection
8638,buggy_3.sol,202,tx.origin,code snippet injection
8639,buggy_3.sol,191,tx.origin,code snippet injection
8640,buggy_3.sol,182,tx.origin,code snippet injection
8641,buggy_3.sol,168,tx.origin,code snippet injection
8642,buggy_3.sol,161,tx.origin,code snippet injection
8643,buggy_3.sol,150,tx.origin,code snippet injection
8644,buggy_3.sol,138,tx.origin,code snippet injection
8645,buggy_3.sol,110,tx.origin,code snippet injection
8646,buggy_3.sol,85,tx.origin,code snippet injection
8647,buggy_3.sol,60,tx.origin,code snippet injection
8648,buggy_3.sol,53,tx.origin,code snippet injection
8649,buggy_3.sol,49,tx.origin,code snippet injection
8650,buggy_3.sol,44,tx.origin,code snippet injection
8651,buggy_3.sol,39,tx.origin,code snippet injection
8652,buggy_3.sol,34,tx.origin,code snippet injection
8653,buggy_3.sol,29,tx.origin,code snippet injection
8654,buggy_3.sol,24,tx.origin,code snippet injection
8655,buggy_30.sol,340,tx.origin,code snippet injection
8656,buggy_30.sol,357,tx.origin,code snippet injection
8657,buggy_30.sol,374,tx.origin,code snippet injection
8658,buggy_30.sol,383,tx.origin,code snippet injection
8659,buggy_30.sol,400,tx.origin,code snippet injection
8660,buggy_30.sol,409,tx.origin,code snippet injection
8661,buggy_30.sol,418,tx.origin,code snippet injection
8662,buggy_30.sol,429,tx.origin,code snippet injection
8663,buggy_30.sol,449,tx.origin,code snippet injection
8664,buggy_30.sol,475,tx.origin,code snippet injection
8665,buggy_30.sol,501,tx.origin,code snippet injection
8666,buggy_30.sol,527,tx.origin,code snippet injection
8667,buggy_30.sol,548,tx.origin,code snippet injection
8668,buggy_30.sol,561,tx.origin,code snippet injection
8669,buggy_30.sol,582,tx.origin,code snippet injection
8670,buggy_30.sol,606,tx.origin,code snippet injection
8671,buggy_30.sol,639,tx.origin,code snippet injection
8672,buggy_30.sol,644,tx.origin,code snippet injection
8673,buggy_30.sol,654,tx.origin,code snippet injection
8674,buggy_30.sol,667,tx.origin,code snippet injection
8675,buggy_30.sol,675,tx.origin,code snippet injection
8676,buggy_30.sol,683,tx.origin,code snippet injection
8677,buggy_30.sol,692,tx.origin,code snippet injection
8678,buggy_30.sol,701,tx.origin,code snippet injection
8679,buggy_30.sol,710,tx.origin,code snippet injection
8680,buggy_30.sol,715,tx.origin,code snippet injection
8681,buggy_30.sol,726,tx.origin,code snippet injection
8682,buggy_30.sol,739,tx.origin,code snippet injection
8683,buggy_30.sol,746,tx.origin,code snippet injection
8684,buggy_30.sol,753,tx.origin,code snippet injection
8685,buggy_30.sol,762,tx.origin,code snippet injection
8686,buggy_30.sol,770,tx.origin,code snippet injection
8687,buggy_30.sol,778,tx.origin,code snippet injection
8688,buggy_30.sol,785,tx.origin,code snippet injection
8689,buggy_30.sol,797,tx.origin,code snippet injection
8690,buggy_30.sol,806,tx.origin,code snippet injection
8691,buggy_30.sol,828,tx.origin,code snippet injection
8692,buggy_30.sol,838,tx.origin,code snippet injection
8693,buggy_30.sol,853,tx.origin,code snippet injection
8694,buggy_30.sol,862,tx.origin,code snippet injection
8695,buggy_31.sol,230,tx.origin,code snippet injection
8696,buggy_31.sol,101,tx.origin,code snippet injection
8697,buggy_31.sol,273,tx.origin,code snippet injection
8698,buggy_31.sol,263,tx.origin,code snippet injection
8699,buggy_31.sol,240,tx.origin,code snippet injection
8700,buggy_31.sol,197,tx.origin,code snippet injection
8701,buggy_31.sol,168,tx.origin,code snippet injection
8702,buggy_31.sol,155,tx.origin,code snippet injection
8703,buggy_31.sol,144,tx.origin,code snippet injection
8704,buggy_31.sol,125,tx.origin,code snippet injection
8705,buggy_31.sol,114,tx.origin,code snippet injection
8706,buggy_31.sol,224,tx.origin,code snippet injection
8707,buggy_31.sol,219,tx.origin,code snippet injection
8708,buggy_31.sol,187,tx.origin,code snippet injection
8709,buggy_31.sol,95,tx.origin,code snippet injection
8710,buggy_32.sol,176,tx.origin,code snippet injection
8711,buggy_32.sol,171,tx.origin,code snippet injection
8712,buggy_32.sol,224,tx.origin,code snippet injection
8713,buggy_32.sol,213,tx.origin,code snippet injection
8714,buggy_32.sol,164,tx.origin,code snippet injection
8715,buggy_32.sol,151,tx.origin,code snippet injection
8716,buggy_32.sol,137,tx.origin,code snippet injection
8717,buggy_32.sol,119,tx.origin,code snippet injection
8718,buggy_32.sol,104,tx.origin,code snippet injection
8719,buggy_32.sol,68,tx.origin,code snippet injection
8720,buggy_32.sol,63,tx.origin,code snippet injection
8721,buggy_32.sol,58,tx.origin,code snippet injection
8722,buggy_32.sol,53,tx.origin,code snippet injection
8723,buggy_32.sol,49,tx.origin,code snippet injection
8724,buggy_32.sol,201,tx.origin,code snippet injection
8725,buggy_32.sol,197,tx.origin,code snippet injection
8726,buggy_32.sol,193,tx.origin,code snippet injection
8727,buggy_32.sol,188,tx.origin,code snippet injection
8728,buggy_32.sol,91,tx.origin,code snippet injection
8729,buggy_32.sol,86,tx.origin,code snippet injection
8730,buggy_32.sol,81,tx.origin,code snippet injection
8731,buggy_33.sol,134,tx.origin,code snippet injection
8732,buggy_33.sol,129,tx.origin,code snippet injection
8733,buggy_33.sol,20,tx.origin,code snippet injection
8734,buggy_33.sol,224,tx.origin,code snippet injection
8735,buggy_33.sol,215,tx.origin,code snippet injection
8736,buggy_33.sol,207,tx.origin,code snippet injection
8737,buggy_33.sol,199,tx.origin,code snippet injection
8738,buggy_33.sol,191,tx.origin,code snippet injection
8739,buggy_33.sol,184,tx.origin,code snippet injection
8740,buggy_33.sol,169,tx.origin,code snippet injection
8741,buggy_33.sol,156,tx.origin,code snippet injection
8742,buggy_33.sol,91,tx.origin,code snippet injection
8743,buggy_33.sol,86,tx.origin,code snippet injection
8744,buggy_33.sol,82,tx.origin,code snippet injection
8745,buggy_33.sol,41,tx.origin,code snippet injection
8746,buggy_33.sol,29,tx.origin,code snippet injection
8747,buggy_33.sol,145,tx.origin,code snippet injection
8748,buggy_33.sol,124,tx.origin,code snippet injection
8749,buggy_33.sol,119,tx.origin,code snippet injection
8750,buggy_33.sol,113,tx.origin,code snippet injection
8751,buggy_33.sol,108,tx.origin,code snippet injection
8752,buggy_33.sol,103,tx.origin,code snippet injection
8753,buggy_33.sol,98,tx.origin,code snippet injection
8754,buggy_33.sol,14,tx.origin,code snippet injection
8755,buggy_33.sol,8,tx.origin,code snippet injection
8756,buggy_34.sol,9,tx.origin,code snippet injection
8757,buggy_34.sol,14,tx.origin,code snippet injection
8758,buggy_34.sol,23,tx.origin,code snippet injection
8759,buggy_34.sol,37,tx.origin,code snippet injection
8760,buggy_34.sol,139,tx.origin,code snippet injection
8761,buggy_34.sol,145,tx.origin,code snippet injection
8762,buggy_34.sol,151,tx.origin,code snippet injection
8763,buggy_34.sol,155,tx.origin,code snippet injection
8764,buggy_34.sol,162,tx.origin,code snippet injection
8765,buggy_34.sol,167,tx.origin,code snippet injection
8766,buggy_34.sol,172,tx.origin,code snippet injection
8767,buggy_34.sol,178,tx.origin,code snippet injection
8768,buggy_34.sol,182,tx.origin,code snippet injection
8769,buggy_34.sol,187,tx.origin,code snippet injection
8770,buggy_34.sol,207,tx.origin,code snippet injection
8771,buggy_34.sol,221,tx.origin,code snippet injection
8772,buggy_34.sol,255,tx.origin,code snippet injection
8773,buggy_34.sol,267,tx.origin,code snippet injection
8774,buggy_34.sol,279,tx.origin,code snippet injection
8775,buggy_34.sol,299,tx.origin,code snippet injection
8776,buggy_34.sol,315,tx.origin,code snippet injection
8777,buggy_34.sol,325,tx.origin,code snippet injection
8778,buggy_34.sol,350,tx.origin,code snippet injection
8779,buggy_34.sol,362,tx.origin,code snippet injection
8780,buggy_34.sol,372,tx.origin,code snippet injection
8781,buggy_34.sol,381,tx.origin,code snippet injection
8782,buggy_34.sol,397,tx.origin,code snippet injection
8783,buggy_34.sol,408,tx.origin,code snippet injection
8784,buggy_34.sol,420,tx.origin,code snippet injection
8785,buggy_34.sol,436,tx.origin,code snippet injection
8786,buggy_34.sol,458,tx.origin,code snippet injection
8787,buggy_34.sol,478,tx.origin,code snippet injection
8788,buggy_34.sol,501,tx.origin,code snippet injection
8789,buggy_34.sol,541,tx.origin,code snippet injection
8790,buggy_34.sol,566,tx.origin,code snippet injection
8791,buggy_34.sol,580,tx.origin,code snippet injection
8792,buggy_35.sol,136,tx.origin,code snippet injection
8793,buggy_35.sol,141,tx.origin,code snippet injection
8794,buggy_35.sol,147,tx.origin,code snippet injection
8795,buggy_35.sol,155,tx.origin,code snippet injection
8796,buggy_35.sol,169,tx.origin,code snippet injection
8797,buggy_35.sol,181,tx.origin,code snippet injection
8798,buggy_35.sol,198,tx.origin,code snippet injection
8799,buggy_35.sol,203,tx.origin,code snippet injection
8800,buggy_35.sol,208,tx.origin,code snippet injection
8801,buggy_35.sol,214,tx.origin,code snippet injection
8802,buggy_35.sol,219,tx.origin,code snippet injection
8803,buggy_35.sol,223,tx.origin,code snippet injection
8804,buggy_35.sol,229,tx.origin,code snippet injection
8805,buggy_35.sol,234,tx.origin,code snippet injection
8806,buggy_35.sol,238,tx.origin,code snippet injection
8807,buggy_35.sol,243,tx.origin,code snippet injection
8808,buggy_35.sol,248,tx.origin,code snippet injection
8809,buggy_35.sol,253,tx.origin,code snippet injection
8810,buggy_35.sol,264,tx.origin,code snippet injection
8811,buggy_35.sol,280,tx.origin,code snippet injection
8812,buggy_35.sol,293,tx.origin,code snippet injection
8813,buggy_35.sol,308,tx.origin,code snippet injection
8814,buggy_35.sol,317,tx.origin,code snippet injection
8815,buggy_35.sol,326,tx.origin,code snippet injection
8816,buggy_35.sol,342,tx.origin,code snippet injection
8817,buggy_35.sol,350,tx.origin,code snippet injection
8818,buggy_35.sol,361,tx.origin,code snippet injection
8819,buggy_35.sol,373,tx.origin,code snippet injection
8820,buggy_35.sol,385,tx.origin,code snippet injection
8821,buggy_35.sol,393,tx.origin,code snippet injection
8822,buggy_35.sol,403,tx.origin,code snippet injection
8823,buggy_35.sol,432,tx.origin,code snippet injection
8824,buggy_35.sol,445,tx.origin,code snippet injection
8825,buggy_35.sol,467,tx.origin,code snippet injection
8826,buggy_36.sol,9,tx.origin,code snippet injection
8827,buggy_36.sol,17,tx.origin,code snippet injection
8828,buggy_36.sol,30,tx.origin,code snippet injection
8829,buggy_36.sol,38,tx.origin,code snippet injection
8830,buggy_36.sol,43,tx.origin,code snippet injection
8831,buggy_36.sol,53,tx.origin,code snippet injection
8832,buggy_36.sol,61,tx.origin,code snippet injection
8833,buggy_36.sol,70,tx.origin,code snippet injection
8834,buggy_36.sol,75,tx.origin,code snippet injection
8835,buggy_36.sol,80,tx.origin,code snippet injection
8836,buggy_36.sol,85,tx.origin,code snippet injection
8837,buggy_36.sol,90,tx.origin,code snippet injection
8838,buggy_36.sol,95,tx.origin,code snippet injection
8839,buggy_36.sol,100,tx.origin,code snippet injection
8840,buggy_36.sol,177,tx.origin,code snippet injection
8841,buggy_36.sol,182,tx.origin,code snippet injection
8842,buggy_36.sol,187,tx.origin,code snippet injection
8843,buggy_36.sol,191,tx.origin,code snippet injection
8844,buggy_36.sol,196,tx.origin,code snippet injection
8845,buggy_36.sol,201,tx.origin,code snippet injection
8846,buggy_36.sol,206,tx.origin,code snippet injection
8847,buggy_36.sol,212,tx.origin,code snippet injection
8848,buggy_36.sol,217,tx.origin,code snippet injection
8849,buggy_36.sol,222,tx.origin,code snippet injection
8850,buggy_36.sol,226,tx.origin,code snippet injection
8851,buggy_36.sol,231,tx.origin,code snippet injection
8852,buggy_36.sol,236,tx.origin,code snippet injection
8853,buggy_36.sol,241,tx.origin,code snippet injection
8854,buggy_36.sol,286,tx.origin,code snippet injection
8855,buggy_36.sol,305,tx.origin,code snippet injection
8856,buggy_36.sol,334,tx.origin,code snippet injection
8857,buggy_36.sol,374,tx.origin,code snippet injection
8858,buggy_36.sol,400,tx.origin,code snippet injection
8859,buggy_36.sol,430,tx.origin,code snippet injection
8860,buggy_36.sol,461,tx.origin,code snippet injection
8861,buggy_36.sol,519,tx.origin,code snippet injection
8862,buggy_37.sol,30,tx.origin,code snippet injection
8863,buggy_37.sol,38,tx.origin,code snippet injection
8864,buggy_37.sol,46,tx.origin,code snippet injection
8865,buggy_37.sol,54,tx.origin,code snippet injection
8866,buggy_37.sol,67,tx.origin,code snippet injection
8867,buggy_37.sol,72,tx.origin,code snippet injection
8868,buggy_37.sol,77,tx.origin,code snippet injection
8869,buggy_37.sol,82,tx.origin,code snippet injection
8870,buggy_37.sol,87,tx.origin,code snippet injection
8871,buggy_37.sol,92,tx.origin,code snippet injection
8872,buggy_37.sol,97,tx.origin,code snippet injection
8873,buggy_37.sol,102,tx.origin,code snippet injection
8874,buggy_37.sol,117,tx.origin,code snippet injection
8875,buggy_37.sol,127,tx.origin,code snippet injection
8876,buggy_37.sol,132,tx.origin,code snippet injection
8877,buggy_37.sol,138,tx.origin,code snippet injection
8878,buggy_37.sol,147,tx.origin,code snippet injection
8879,buggy_37.sol,159,tx.origin,code snippet injection
8880,buggy_37.sol,169,tx.origin,code snippet injection
8881,buggy_37.sol,180,tx.origin,code snippet injection
8882,buggy_37.sol,184,tx.origin,code snippet injection
8883,buggy_37.sol,189,tx.origin,code snippet injection
8884,buggy_37.sol,194,tx.origin,code snippet injection
8885,buggy_37.sol,200,tx.origin,code snippet injection
8886,buggy_37.sol,205,tx.origin,code snippet injection
8887,buggy_37.sol,222,tx.origin,code snippet injection
8888,buggy_37.sol,234,tx.origin,code snippet injection
8889,buggy_37.sol,246,tx.origin,code snippet injection
8890,buggy_37.sol,263,tx.origin,code snippet injection
8891,buggy_37.sol,282,tx.origin,code snippet injection
8892,buggy_37.sol,303,tx.origin,code snippet injection
8893,buggy_37.sol,316,tx.origin,code snippet injection
8894,buggy_37.sol,332,tx.origin,code snippet injection
8895,buggy_37.sol,344,tx.origin,code snippet injection
8896,buggy_37.sol,355,tx.origin,code snippet injection
8897,buggy_38.sol,54,tx.origin,code snippet injection
8898,buggy_38.sol,59,tx.origin,code snippet injection
8899,buggy_38.sol,63,tx.origin,code snippet injection
8900,buggy_38.sol,74,tx.origin,code snippet injection
8901,buggy_38.sol,82,tx.origin,code snippet injection
8902,buggy_38.sol,90,tx.origin,code snippet injection
8903,buggy_38.sol,97,tx.origin,code snippet injection
8904,buggy_38.sol,105,tx.origin,code snippet injection
8905,buggy_38.sol,110,tx.origin,code snippet injection
8906,buggy_38.sol,116,tx.origin,code snippet injection
8907,buggy_38.sol,121,tx.origin,code snippet injection
8908,buggy_38.sol,126,tx.origin,code snippet injection
8909,buggy_38.sol,131,tx.origin,code snippet injection
8910,buggy_38.sol,136,tx.origin,code snippet injection
8911,buggy_38.sol,145,tx.origin,code snippet injection
8912,buggy_38.sol,153,tx.origin,code snippet injection
8913,buggy_38.sol,160,tx.origin,code snippet injection
8914,buggy_38.sol,168,tx.origin,code snippet injection
8915,buggy_38.sol,178,tx.origin,code snippet injection
8916,buggy_38.sol,199,tx.origin,code snippet injection
8917,buggy_38.sol,209,tx.origin,code snippet injection
8918,buggy_38.sol,219,tx.origin,code snippet injection
8919,buggy_38.sol,244,tx.origin,code snippet injection
8920,buggy_38.sol,254,tx.origin,code snippet injection
8921,buggy_38.sol,265,tx.origin,code snippet injection
